DOID:0001816	angiosarcoma
DOID:0110636	congenital merosin-deficient muscular dystrophy 1A
DOID:0110637	muscular dystrophy-dystroglycanopathy type B6
DOID:0110638	congenital muscular dystrophy merosin-positive
DOID:0110639	congenital muscular dystrophy due to integrin alpha-7 deficiency
DOID:0110640	congenital muscular dystrophy due to LMNA mutation
DOID:0110644	long QT syndrome 1
DOID:0110645	long QT syndrome 2
DOID:0110646	long QT syndrome 3
DOID:0110647	long QT syndrome 5
DOID:0110648	long QT syndrome 6
DOID:0110649	obsolete Timothy syndrome
DOID:0110650	long QT syndrome 9
DOID:0110651	long QT syndrome 10
DOID:0110652	long QT syndrome 11
DOID:0110653	long QT syndrome 12
DOID:0110654	long QT syndrome 13
DOID:0110655	long QT syndrome 14
DOID:0110656	long QT syndrome 15
DOID:0110657	congenital myasthenic syndrome 8
DOID:0110658	congenital myasthenic syndrome 15
DOID:0110659	congenital myasthenic syndrome 7
DOID:0110660	congenital myasthenic syndrome 12
DOID:0110661	congenital myasthenic syndrome 20
DOID:0110662	congenital myasthenic syndrome 1B
DOID:0110663	congenital myasthenic syndrome 1A
DOID:0110664	congenital myasthenic syndrome 3C
DOID:0110665	congenital myasthenic syndrome 3B
DOID:0110666	congenital myasthenic syndrome 3A
DOID:0110667	congenital myasthenic syndrome 5
DOID:0110668	congenital myasthenic syndrome 10
DOID:0110669	congenital myasthenic syndrome 14
DOID:0110670	congenital myasthenic syndrome 9
DOID:0110671	congenital myasthenic syndrome 6
DOID:0110672	congenital myasthenic syndrome 21
DOID:0110673	congenital myasthenic syndrome 19
DOID:0110674	congenital myasthenic syndrome 17
DOID:0110675	congenital myasthenic syndrome 11
DOID:0110676	congenital myasthenic syndrome 13
DOID:0110677	congenital myasthenic syndrome 4B
DOID:0110678	congenital myasthenic syndrome 4A
DOID:0110679	congenital myasthenic syndrome 4C
DOID:0110680	congenital myasthenic syndrome 2C
DOID:0110681	congenital myasthenic syndrome 2A
DOID:0110682	congenital myasthenic syndrome 16
DOID:0110683	congenital myasthenic syndrome 18
DOID:0110698	hypotrichosis 1
DOID:0110699	hypotrichosis 2
DOID:0110700	hypotrichosis 3
DOID:0110701	hypotrichosis 4
DOID:0110702	hypotrichosis 5
DOID:0110703	hypotrichosis 6
DOID:0110704	hypotrichosis 7
DOID:0110705	hypotrichosis 8
DOID:0110706	hypotrichosis 9
DOID:0110707	hypotrichosis 10
DOID:0110708	hypotrichosis 11
DOID:0110709	hypotrichosis 12
DOID:0110710	hypotrichosis 13
DOID:0110711	congenital hypotrichosis with juvenile macular dystrophy
DOID:0110712	Oguchi disease-1
DOID:0110713	Oguchi disease-2
DOID:0110714	congenital stationary night blindness 1G
DOID:0110715	congenital stationary night blindness autosomal dominant 3
DOID:0110716	Warburg micro syndrome 1
DOID:0110717	Warburg micro syndrome 2
DOID:0110718	Warburg micro syndrome 3
DOID:0110719	Warburg micro syndrome 4
DOID:0110720	neuronal ceroid lipofuscinosis 4B
DOID:0110721	neuronal ceroid lipofuscinosis 1
DOID:0110722	neuronal ceroid lipofuscinosis 7
DOID:0110723	neuronal ceroid lipofuscinosis 8
DOID:0110724	neuronal ceroid lipofuscinosis 8 northern epilepsy variant
DOID:0110725	neuronal ceroid lipofuscinosis 10
DOID:0110726	neuronal ceroid lipofuscinosis 2
DOID:0110727	neuronal ceroid lipofuscinosis 13
DOID:0110728	neuronal ceroid lipofuscinosis 5
DOID:0110729	neuronal ceroid lipofuscinosis 6
DOID:0110730	neuronal ceroid lipofuscinosis 4A
DOID:0110731	neuronal ceroid lipofuscinosis 3
DOID:0110732	neuronal ceroid lipofuscinosis 11
DOID:0110733	neuronal ceroid lipofuscinosis 9
DOID:0110734	neurodegeneration with brain iron accumulation
DOID:0110735	neurodegeneration with brain iron accumulation 2a
DOID:0110736	neurodegeneration with brain iron accumulation 2b
DOID:0110737	neurodegeneration with brain iron accumulation 3
DOID:0110738	neurodegeneration with brain iron accumulation 4
DOID:0110739	neurodegeneration with brain iron accumulation 5
DOID:0110740	neurodegeneration with brain iron accumulation 6
DOID:0110741	type 1 diabetes mellitus 2
DOID:0110742	type 1 diabetes mellitus 3
DOID:0110743	type 1 diabetes mellitus 4
DOID:0110744	type 1 diabetes mellitus 5
DOID:0110745	type 1 diabetes mellitus 6
DOID:0110746	type 1 diabetes mellitus 7
DOID:0110747	type 1 diabetes mellitus 8
DOID:0110748	obsolete obsolete type 1 diabetes mellitus 9
DOID:0110749	type 1 diabetes mellitus 10
DOID:0110750	type 1 diabetes mellitus 11
DOID:0110751	type 1 diabetes mellitus 12
DOID:0110752	type 1 diabetes mellitus 13
DOID:0110753	type 1 diabetes mellitus 15
DOID:0110754	type 1 diabetes mellitus 17
DOID:0110755	type 1 diabetes mellitus 18
DOID:0110756	type 1 diabetes mellitus 19
DOID:0110757	type 1 diabetes mellitus 20
DOID:0110758	type 1 diabetes mellitus 21
DOID:0110759	type 1 diabetes mellitus 22
DOID:0110760	type 1 diabetes mellitus 23
DOID:0110761	type 1 diabetes mellitus 24
DOID:0110762	obsolete hereditary spastic paraplegia 1
DOID:0110763	hereditary spastic paraplegia 10
DOID:0110764	hereditary spastic paraplegia 11
DOID:0110765	hereditary spastic paraplegia 12
DOID:0110766	hereditary spastic paraplegia 13
DOID:0110767	hereditary spastic paraplegia 14
DOID:0110768	hereditary spastic paraplegia 15
DOID:0110769	hereditary spastic paraplegia 16
DOID:0110770	hereditary spastic paraplegia 17
DOID:0110771	hereditary spastic paraplegia 18
DOID:0110772	hereditary spastic paraplegia 19
DOID:0110773	hereditary spastic paraplegia 2
DOID:0110774	hereditary spastic paraplegia 23
DOID:0110775	hereditary spastic paraplegia 24
DOID:0110776	hereditary spastic paraplegia 25
DOID:0110777	hereditary spastic paraplegia 26
DOID:0110778	hereditary spastic paraplegia 27
DOID:0110779	hereditary spastic paraplegia 28
DOID:0110780	hereditary spastic paraplegia 29
DOID:0110781	hereditary spastic paraplegia 30
DOID:0110782	hereditary spastic paraplegia 31
DOID:0110783	hereditary spastic paraplegia 32
DOID:0110784	hereditary spastic paraplegia 33
DOID:0110785	hereditary spastic paraplegia 34
DOID:0110786	hereditary spastic paraplegia 35
DOID:0110787	hereditary spastic paraplegia 36
DOID:0110788	hereditary spastic paraplegia 37
DOID:0110789	hereditary spastic paraplegia 38
DOID:0110790	hereditary spastic paraplegia 39
DOID:0110791	hereditary spastic paraplegia 3A
DOID:0110792	hereditary spastic paraplegia 4
DOID:0110793	hereditary spastic paraplegia 41
DOID:0110794	hereditary spastic paraplegia 42
DOID:0110795	hereditary spastic paraplegia 43
DOID:0110796	hereditary spastic paraplegia 44
DOID:0110797	hereditary spastic paraplegia 45
DOID:0110798	hereditary spastic paraplegia 46
DOID:0110799	hereditary spastic paraplegia 47
DOID:0110800	hereditary spastic paraplegia 48
DOID:0110801	hereditary spastic paraplegia 49
DOID:0110802	hereditary spastic paraplegia 50
DOID:0110803	hereditary spastic paraplegia 51
DOID:0110804	hereditary spastic paraplegia 52
DOID:0110805	hereditary spastic paraplegia 53
DOID:0110806	hereditary spastic paraplegia 54
DOID:0110807	hereditary spastic paraplegia 55
DOID:0110808	hereditary spastic paraplegia 56
DOID:0110809	hereditary spastic paraplegia 57
DOID:0110810	hereditary spastic paraplegia 5A
DOID:0110811	hereditary spastic paraplegia 6
DOID:0110812	hereditary spastic paraplegia 61
DOID:0110813	hereditary spastic paraplegia 62
DOID:0110814	hereditary spastic paraplegia 63
DOID:0110815	hereditary spastic paraplegia 64
DOID:0110816	hereditary spastic paraplegia 7
DOID:0110817	hereditary spastic paraplegia 72
DOID:0110818	hereditary spastic paraplegia 73
DOID:0110819	hereditary spastic paraplegia 74
DOID:0110820	hereditary spastic paraplegia 75
DOID:0110821	hereditary spastic paraplegia 76
DOID:0110822	hereditary spastic paraplegia 77
DOID:0110823	hereditary spastic paraplegia 8
DOID:0110824	hereditary spastic paraplegia 9A
DOID:0110825	hereditary spastic paraplegia 9B
DOID:0110826	Usher syndrome type 1
DOID:0110827	Usher syndrome type 2
DOID:0110828	Usher syndrome type 3
DOID:0110829	retinitis pigmentosa-deafness syndrome
DOID:0110830	Usher syndrome type 1C
DOID:0110831	Usher syndrome type 1D
DOID:0110832	Usher syndrome type 1F
DOID:0110833	Usher syndrome type 1E
DOID:0110834	Usher syndrome type 1G
DOID:0110835	Usher syndrome type 1H
DOID:0110836	Usher syndrome type 1J
DOID:0110837	Usher syndrome type 1K
DOID:0110838	Usher syndrome type 2A
DOID:0110839	Usher syndrome type 2C
DOID:0110840	Usher syndrome type 2D
DOID:0110841	Usher syndrome type 3A
DOID:0110842	Usher syndrome type 3B
DOID:0110843	xeroderma pigmentosum group A
DOID:0110844	xeroderma pigmentosum group C
DOID:0110845	xeroderma pigmentosum group D
DOID:0110846	xeroderma pigmentosum group E
DOID:0110847	xeroderma pigmentosum variant type
DOID:0110848	xeroderma pigmentosum group F
DOID:0110849	xeroderma pigmentosum group G
DOID:0110850	xeroderma pigmentosum group B
DOID:0110851	rhizomelic chondrodysplasia punctata type 1
DOID:0110852	rhizomelic chondrodysplasia punctata type 2
DOID:0110853	rhizomelic chondrodysplasia punctata type 3
DOID:0110854	rhizomelic chondrodysplasia punctata type 5
DOID:0110855	posterior polymorphous corneal dystrophy 1
DOID:0110856	posterior polymorphous corneal dystrophy 2
DOID:0110857	posterior polymorphous corneal dystrophy 3
DOID:0110858	polycystic kidney disease 1
DOID:0110859	polycystic kidney disease 2
DOID:0110860	polycystic kidney disease 3
DOID:0110861	autosomal recessive polycystic kidney disease
DOID:0110862	congenital stationary night blindness autosomal dominant 1
DOID:0110863	congenital stationary night blindness autosomal dominant 2
DOID:0110864	congenital stationary night blindness 1F
DOID:0110865	congenital stationary night blindness 1B
DOID:0110866	congenital stationary night blindness 1H
DOID:0110867	congenital stationary night blindness 1C
DOID:0110868	congenital stationary night blindness 1D
DOID:0110869	congenital stationary night blindness 1E
DOID:0110870	congenital stationary night blindness 1A
DOID:0110871	congenital stationary night blindness 2A
DOID:0110872	holoprosencephaly 2
DOID:0110873	holoprosencephaly 9
DOID:0110874	holoprosencephaly 6
DOID:0110875	holoprosencephaly 3
DOID:0110876	holoprosencephaly 7
DOID:0110877	holoprosencephaly 11
DOID:0110878	holoprosencephaly 5
DOID:0110879	holoprosencephaly 8
DOID:0110880	holoprosencephaly 4
DOID:0110881	holoprosencephaly 1
DOID:0110882	inflammatory bowel disease 7
DOID:0110883	inflammatory bowel disease 17
DOID:0110884	inflammatory bowel disease 23
DOID:0110885	inflammatory bowel disease 10
DOID:0110886	inflammatory bowel disease 9
DOID:0110887	inflammatory bowel disease 12
DOID:0110888	inflammatory bowel disease 18
DOID:0110889	inflammatory bowel disease 5
DOID:0110890	inflammatory bowel disease 19
DOID:0110891	inflammatory bowel disease 3
DOID:0110892	inflammatory bowel disease 1
DOID:0110893	inflammatory bowel disease 13
DOID:0110894	inflammatory bowel disease 11
DOID:0110895	inflammatory bowel disease 14
DOID:0110896	inflammatory bowel disease 16
DOID:0110897	inflammatory bowel disease 15
DOID:0110898	inflammatory bowel disease 20
DOID:0110899	inflammatory bowel disease 28
DOID:0110900	inflammatory bowel disease 2
DOID:0110901	inflammatory bowel disease 26
DOID:0110902	inflammatory bowel disease 27
DOID:0110903	inflammatory bowel disease 4
DOID:0110904	inflammatory bowel disease 8
DOID:0110905	inflammatory bowel disease 22
DOID:0110906	inflammatory bowel disease 21
DOID:0110907	inflammatory bowel disease 6
DOID:0110908	inflammatory bowel disease 24
DOID:0110909	inflammatory bowel disease 25
DOID:0110910	leukocyte adhesion deficiency 1
DOID:0110912	leukocyte adhesion deficiency 3
DOID:0110913	adult hypophosphatasia
DOID:0110914	infantile hypophosphatasia
DOID:0110915	childhood hypophosphatasia
DOID:0110916	hereditary spherocytosis type 1
DOID:0110917	hereditary spherocytosis type 2
DOID:0110918	hereditary spherocytosis type 3
DOID:0110919	hereditary spherocytosis type 4
DOID:0110920	hereditary spherocytosis type 5
DOID:0110921	familial hemophagocytic lymphohistiocytosis 1
DOID:0110922	familial hemophagocytic lymphohistiocytosis 2
DOID:0110923	familial hemophagocytic lymphohistiocytosis 3
DOID:0110924	familial hemophagocytic lymphohistiocytosis 4
DOID:0110925	familial hemophagocytic lymphohistiocytosis 5
DOID:0110926	nemaline myopathy 1
DOID:0110927	nemaline myopathy 3
DOID:0110928	nemaline myopathy 2
DOID:0110929	nemaline myopathy 9
DOID:0110930	nemaline myopathy 8
DOID:0110931	nemaline myopathy 10
DOID:0110932	nemaline myopathy 4
DOID:0110933	nemaline myopathy 11
DOID:0110934	nemaline myopathy 7
DOID:0110935	nemaline myopathy 6
DOID:0110936	nemaline myopathy 5
DOID:0110937	autosomal dominant osteopetrosis 1
DOID:0110938	autosomal dominant osteopetrosis 2
DOID:0110939	autosomal recessive osteopetrosis 5
DOID:0110940	autosomal recessive osteopetrosis 8
DOID:0110941	autosomal recessive osteopetrosis 3
DOID:0110942	autosomal recessive osteopetrosis 1
DOID:0110943	autosomal recessive osteopetrosis 2
DOID:0110944	autosomal recessive osteopetrosis 4
DOID:0110945	autosomal recessive osteopetrosis 6
DOID:0110946	autosomal recessive osteopetrosis 7
DOID:0110947	Waardenburg syndrome type 2B
DOID:0110948	Waardenburg syndrome type 1
DOID:0110949	Waardenburg syndrome type 3
DOID:0110950	Waardenburg syndrome type 2A
DOID:0110951	Waardenburg syndrome type 2C
DOID:0110952	Waardenburg syndrome type 2D
DOID:0110953	Waardenburg syndrome type 4A
DOID:0110954	Waardenburg syndrome type 4B
DOID:0110955	Waardenburg syndrome type 4C
DOID:0110956	Waardenburg syndrome type 2E
DOID:0110957	Gaucher's disease type I
DOID:0110958	Gaucher's disease type II
DOID:0110959	Gaucher's disease type III
DOID:0110960	Gaucher's disease perinatal lethal
DOID:0110961	atypical Gaucher's disease due to saposin c deficiency
DOID:0110962	brachydactyly-preaxial hallux varus syndrome
DOID:0110963	Ballard syndrome
DOID:0110964	brachydactyly type A1
DOID:0110965	brachydactyly type A2
DOID:0110966	brachydactyly type A3
DOID:0110967	brachydactyly type A4
DOID:0110968	brachydactyly type A6
DOID:0110969	brachydactyly type B1
DOID:0110970	brachydactyly type C
DOID:0110971	brachydactyly type D
DOID:0110972	brachydactyly type E1
DOID:0110973	Mononen-Karnes-Senac syndrome
DOID:0110974	brachydactyly type A1B
DOID:0110975	brachydactyly type B2
DOID:0110976	brachydactyly type E2
DOID:0110977	brachydactyly type A1C
DOID:0110978	brachydactyly type A1D
DOID:0110979	Sugarman brachydactyly
DOID:0110980	Joubert syndrome 1
DOID:0110981	Joubert syndrome 10
DOID:0110982	Joubert syndrome 13
DOID:0110983	Joubert syndrome 14
DOID:0110984	Joubert syndrome 15
DOID:0110985	Joubert syndrome 16
DOID:0110986	Joubert syndrome 17
DOID:0110987	Joubert syndrome 18
DOID:0110988	Joubert syndrome 2
DOID:0110989	Joubert syndrome 20
DOID:0110990	Joubert syndrome 21
DOID:0110991	Joubert syndrome 22
DOID:0110992	Joubert syndrome 23
DOID:0110993	Joubert syndrome 24
DOID:0110994	Joubert syndrome 25
DOID:0110995	Joubert syndrome 26
DOID:0110996	Joubert syndrome 27
DOID:0110997	Joubert syndrome 28
DOID:0110998	Joubert syndrome 3
DOID:0110999	Joubert syndrome 4
DOID:0111000	Joubert syndrome 5
DOID:0111001	Joubert syndrome 6
DOID:0111002	Joubert syndrome 7
DOID:0111003	Joubert syndrome 8
DOID:0111004	Joubert syndrome 9
DOID:0111005	cone-rod dystrophy 2
DOID:0111006	X-linked cone-rod dystrophy 2
DOID:0111007	X-linked cone-rod dystrophy 3
DOID:0111008	X-linked cone-rod dystrophy 1
DOID:0111009	cone-rod dystrophy 1
DOID:0111010	cone-rod dystrophy 5
DOID:0111011	cone-rod dystrophy 6
DOID:0111012	cone-rod dystrophy 7
DOID:0111013	cone-rod dystrophy 3
DOID:0111014	cone-rod dystrophy 8
DOID:0111015	Newfoundland cone-rod dystrophy
DOID:0111016	cone-rod dystrophy 13
DOID:0111017	cone-rod dystrophy 10
DOID:0111018	cone-rod dystrophy 11
DOID:0111019	cone-rod dystrophy 12
DOID:0111020	cone-rod dystrophy 9
DOID:0111021	cone-rod dystrophy 15
DOID:0111022	cone-rod dystrophy 16
DOID:0111023	cone-rod dystrophy 17
DOID:0111024	cone-rod dystrophy 18
DOID:0111025	cone-rod dystrophy 19
DOID:0111026	cone-rod dystrophy 20
DOID:0111027	hemochromatosis type 2A
DOID:0111028	hemochromatosis type 4
DOID:0111029	hemochromatosis type 1
DOID:0111030	hemochromatosis type 3
DOID:0111031	hemochromatosis type 5
DOID:0111032	hemochromatosis type 2B
DOID:0111033	African iron overload
DOID:0111034	hemochromatosis type 2
DOID:0111035	CADASIL 1
DOID:0111036	CADASIL 2
DOID:0111037	glycine N-methyltransferase deficiency
DOID:0111038	hypermethioninemia due to adenosine kinase deficiency
DOID:0111039	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
DOID:0111040	glycogen storage disease IXd
DOID:0111041	glycogen storage disease IXb
DOID:0111042	glycogen storage disease IXa
DOID:0111043	glycogen storage disease IXc
DOID:0111044	gray platelet syndrome
DOID:0111045	platelet-type bleeding disorder 9
DOID:0111046	platelet-type bleeding disorder 10
DOID:0111047	platelet-type bleeding disorder 14
DOID:0111048	platelet-type bleeding disorder 19
DOID:0111049	platelet-type bleeding disorder 17
DOID:0111050	Quebec platelet disorder
DOID:0111051	platelet-type bleeding disorder 18
DOID:0111052	Scott syndrome
DOID:0111053	platelet-type bleeding disorder 15
DOID:0111054	von Willebrand's disease 3
DOID:0111055	platelet-type bleeding disorder 20
DOID:0111056	platelet-type bleeding disorder 3
DOID:0111057	platelet-type bleeding disorder 11
DOID:0111058	platelet-type bleeding disorder 12
DOID:0111059	Bernard-Soulier syndrome type A2
DOID:0111060	Ambras type hypertrichosis universalis congenita
DOID:0111061	familial hypobetalipoproteinemia 2
DOID:0111062	familial hypobetalipoproteinemia 1
DOID:0111063	hyperphosphatemic familial tumoral calcinosis
DOID:0111064	autosomal recessive distal spinal muscular atrophy 1
DOID:0111065	autosomal recessive distal spinal muscular atrophy 2
DOID:0111066	congenital bile acid synthesis defect 5
DOID:0111067	congenital bile acid synthesis defect 6
DOID:0111068	congenital bile acid synthesis defect 4
DOID:0111069	congenital bile acid synthesis defect 2
DOID:0111070	congenital bile acid synthesis defect 3
DOID:0111071	congenital bile acid synthesis defect 1
DOID:0111072	myostatin-related muscle hypertrophy
DOID:0111073	progressive familial heart block
DOID:0111074	progressive familial heart block type IA
DOID:0111075	progressive familial heart block type II
DOID:0111076	progressive familial heart block type IB
DOID:0111077	pyruvate kinase deficiency of red cells
DOID:0111078	tibial muscular dystrophy
