DOID:0001816	DOID:1115 ! sarcoma
DOID:0110216	DOID:14791 ! Leber congenital amaurosis
DOID:0110217	DOID:14791 ! Leber congenital amaurosis
DOID:0110218	DOID:0050451 ! Brugada syndrome
DOID:0110219	DOID:0050451 ! Brugada syndrome
DOID:0110220	DOID:0050451 ! Brugada syndrome
DOID:0110221	DOID:0050451 ! Brugada syndrome
DOID:0110222	DOID:0050451 ! Brugada syndrome
DOID:0110223	DOID:0050451 ! Brugada syndrome
DOID:0110224	DOID:0050451 ! Brugada syndrome
DOID:0110225	DOID:0050451 ! Brugada syndrome
DOID:0110226	DOID:0050451 ! Brugada syndrome
DOID:0110227	DOID:83 ! cataract
DOID:0110228	DOID:83 ! cataract
DOID:0110229	DOID:83 ! cataract
DOID:0110230	DOID:83 ! cataract
DOID:0110231	DOID:83 ! cataract
DOID:0110232	DOID:83 ! cataract
DOID:0110233	DOID:83 ! cataract
DOID:0110234	DOID:83 ! cataract
DOID:0110235	DOID:83 ! cataract
DOID:0110236	DOID:83 ! cataract
DOID:0110237	DOID:83 ! cataract
DOID:0110238	DOID:83 ! cataract
DOID:0110239	DOID:83 ! cataract
DOID:0110240	DOID:83 ! cataract
DOID:0110241	DOID:83 ! cataract
DOID:0110242	DOID:83 ! cataract
DOID:0110243	DOID:83 ! cataract
DOID:0110244	DOID:83 ! cataract
DOID:0110245	DOID:83 ! cataract
DOID:0110246	DOID:83 ! cataract
DOID:0110247	DOID:83 ! cataract
DOID:0110248	DOID:83 ! cataract
DOID:0110249	DOID:83 ! cataract
DOID:0110250	DOID:83 ! cataract
DOID:0110251	DOID:83 ! cataract
DOID:0110252	DOID:83 ! cataract
DOID:0110253	DOID:83 ! cataract
DOID:0110254	DOID:83 ! cataract
DOID:0110255	DOID:83 ! cataract
DOID:0110256	DOID:83 ! cataract
DOID:0110257	DOID:83 ! cataract
DOID:0110258	DOID:83 ! cataract
DOID:0110259	DOID:83 ! cataract
DOID:0110260	DOID:83 ! cataract
DOID:0110261	DOID:83 ! cataract
DOID:0110262	DOID:83 ! cataract
DOID:0110263	DOID:83 ! cataract
DOID:0110264	DOID:83 ! cataract
DOID:0110265	DOID:83 ! cataract
DOID:0110266	DOID:83 ! cataract
DOID:0110267	DOID:83 ! cataract
DOID:0110268	DOID:83 ! cataract
DOID:0110269	DOID:83 ! cataract
DOID:0110270	DOID:83 ! cataract
DOID:0110271	DOID:83 ! cataract
DOID:0110272	DOID:83 ! cataract
DOID:0110273	DOID:11724 ! limb-girdle muscular dystrophy
DOID:0110274	DOID:11724 ! limb-girdle muscular dystrophy
DOID:0110275	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110276	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110277	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110278	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110279	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110280	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110281	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110282	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110283	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110284	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110285	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110286	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110287	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110288	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110289	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110290	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110291	DOID:14791 ! Leber congenital amaurosis
DOID:0110292	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110293	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110294	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110295	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110296	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110297	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110298	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110299	DOID:0110274 ! autosomal recessive limb-girdle muscular dystrophy
DOID:0110300	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110301	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110302	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110303	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110304	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110305	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110306	DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy
DOID:0110307	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110308	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110309	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110310	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110311	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110312	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110313	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110314	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110315	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110316	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110317	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110318	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110319	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110320	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110321	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110322	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110323	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110324	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110325	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110326	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110327	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110328	DOID:11984 ! hypertrophic cardiomyopathy
DOID:0110329	DOID:14791 ! Leber congenital amaurosis
DOID:0110330	DOID:14791 ! Leber congenital amaurosis
DOID:0110331	DOID:14791 ! Leber congenital amaurosis
DOID:0110332	DOID:14791 ! Leber congenital amaurosis
DOID:0110333	DOID:14791 ! Leber congenital amaurosis
DOID:0110334	DOID:12347 ! osteogenesis imperfecta
DOID:0110335	DOID:12347 ! osteogenesis imperfecta
DOID:0110336	DOID:12347 ! osteogenesis imperfecta
DOID:0110337	DOID:12347 ! osteogenesis imperfecta
DOID:0110338	DOID:12347 ! osteogenesis imperfecta
DOID:0110339	DOID:12347 ! osteogenesis imperfecta
DOID:0110340	DOID:12347 ! osteogenesis imperfecta
DOID:0110341	DOID:12347 ! osteogenesis imperfecta
DOID:0110342	DOID:12347 ! osteogenesis imperfecta
DOID:0110343	DOID:12347 ! osteogenesis imperfecta
DOID:0110344	DOID:12347 ! osteogenesis imperfecta
DOID:0110345	DOID:12347 ! osteogenesis imperfecta
DOID:0110346	DOID:12347 ! osteogenesis imperfecta
DOID:0110347	DOID:12347 ! osteogenesis imperfecta
DOID:0110348	DOID:12347 ! osteogenesis imperfecta
DOID:0110349	DOID:12347 ! osteogenesis imperfecta
DOID:0110350	DOID:12347 ! osteogenesis imperfecta
DOID:0110351	DOID:12347 ! osteogenesis imperfecta
DOID:0110352	DOID:10584 ! retinitis pigmentosa
DOID:0110353	DOID:10584 ! retinitis pigmentosa
DOID:0110354	DOID:10584 ! retinitis pigmentosa
DOID:0110355	DOID:10584 ! retinitis pigmentosa
DOID:0110356	DOID:10584 ! retinitis pigmentosa
DOID:0110357	DOID:10584 ! retinitis pigmentosa
DOID:0110358	DOID:10584 ! retinitis pigmentosa
DOID:0110359	DOID:10584 ! retinitis pigmentosa
DOID:0110360	DOID:10584 ! retinitis pigmentosa
DOID:0110361	DOID:10584 ! retinitis pigmentosa
DOID:0110362	DOID:10584 ! retinitis pigmentosa
DOID:0110363	DOID:10584 ! retinitis pigmentosa
DOID:0110364	DOID:10584 ! retinitis pigmentosa
DOID:0110365	DOID:10584 ! retinitis pigmentosa
DOID:0110366	DOID:10584 ! retinitis pigmentosa
DOID:0110367	DOID:10584 ! retinitis pigmentosa
DOID:0110368	DOID:10584 ! retinitis pigmentosa
DOID:0110369	DOID:10584 ! retinitis pigmentosa
DOID:0110370	DOID:10584 ! retinitis pigmentosa
DOID:0110371	DOID:10584 ! retinitis pigmentosa
DOID:0110372	DOID:10584 ! retinitis pigmentosa
DOID:0110373	DOID:10584 ! retinitis pigmentosa
DOID:0110374	DOID:10584 ! retinitis pigmentosa
DOID:0110375	DOID:10584 ! retinitis pigmentosa
DOID:0110376	DOID:10584 ! retinitis pigmentosa
DOID:0110377	DOID:10584 ! retinitis pigmentosa
DOID:0110378	DOID:10584 ! retinitis pigmentosa
DOID:0110379	DOID:10584 ! retinitis pigmentosa
DOID:0110380	DOID:10584 ! retinitis pigmentosa
DOID:0110381	DOID:10584 ! retinitis pigmentosa
DOID:0110382	DOID:10584 ! retinitis pigmentosa
DOID:0110383	DOID:10584 ! retinitis pigmentosa
DOID:0110384	DOID:10584 ! retinitis pigmentosa
DOID:0110385	DOID:10584 ! retinitis pigmentosa
DOID:0110386	DOID:10584 ! retinitis pigmentosa
DOID:0110387	DOID:10584 ! retinitis pigmentosa
DOID:0110388	DOID:10584 ! retinitis pigmentosa
DOID:0110389	DOID:10584 ! retinitis pigmentosa
DOID:0110390	DOID:10584 ! retinitis pigmentosa
DOID:0110391	DOID:10584 ! retinitis pigmentosa
DOID:0110392	DOID:10584 ! retinitis pigmentosa
DOID:0110393	DOID:10584 ! retinitis pigmentosa
DOID:0110394	DOID:10584 ! retinitis pigmentosa
DOID:0110395	DOID:10584 ! retinitis pigmentosa
DOID:0110396	DOID:10584 ! retinitis pigmentosa
DOID:0110397	DOID:10584 ! retinitis pigmentosa
DOID:0110398	DOID:10584 ! retinitis pigmentosa
DOID:0110399	DOID:10584 ! retinitis pigmentosa
DOID:0110400	DOID:10584 ! retinitis pigmentosa
DOID:0110401	DOID:10584 ! retinitis pigmentosa
DOID:0110402	DOID:10584 ! retinitis pigmentosa
DOID:0110403	DOID:10584 ! retinitis pigmentosa
DOID:0110404	DOID:10584 ! retinitis pigmentosa
DOID:0110405	DOID:10584 ! retinitis pigmentosa
DOID:0110406	DOID:10584 ! retinitis pigmentosa
DOID:0110407	DOID:10584 ! retinitis pigmentosa
DOID:0110408	DOID:10584 ! retinitis pigmentosa
DOID:0110409	DOID:10584 ! retinitis pigmentosa
DOID:0110410	DOID:10584 ! retinitis pigmentosa
DOID:0110411	DOID:10584 ! retinitis pigmentosa
DOID:0110412	DOID:10584 ! retinitis pigmentosa
DOID:0110413	DOID:10584 ! retinitis pigmentosa
DOID:0110414	DOID:10584 ! retinitis pigmentosa
DOID:0110415	DOID:10584 ! retinitis pigmentosa
DOID:0110416	DOID:10584 ! retinitis pigmentosa
DOID:0110417	DOID:10584 ! retinitis pigmentosa
DOID:0110418	DOID:10584 ! retinitis pigmentosa
DOID:0110419	DOID:10584 ! retinitis pigmentosa
DOID:0110420	DOID:10584 ! retinitis pigmentosa
DOID:0110421	DOID:10584 ! retinitis pigmentosa
DOID:0110422	DOID:10584 ! retinitis pigmentosa
DOID:0110423	DOID:12930 ! dilated cardiomyopathy
DOID:0110424	DOID:12930 ! dilated cardiomyopathy
DOID:0110425	DOID:12930 ! dilated cardiomyopathy
DOID:0110426	DOID:12930 ! dilated cardiomyopathy
DOID:0110427	DOID:12930 ! dilated cardiomyopathy
DOID:0110428	DOID:12930 ! dilated cardiomyopathy
DOID:0110429	DOID:12930 ! dilated cardiomyopathy
DOID:0110430	DOID:12930 ! dilated cardiomyopathy
DOID:0110431	DOID:12930 ! dilated cardiomyopathy
DOID:0110432	DOID:12930 ! dilated cardiomyopathy
DOID:0110433	DOID:12930 ! dilated cardiomyopathy
DOID:0110434	DOID:12930 ! dilated cardiomyopathy
DOID:0110435	DOID:12930 ! dilated cardiomyopathy
DOID:0110436	DOID:12930 ! dilated cardiomyopathy
DOID:0110437	DOID:12930 ! dilated cardiomyopathy
DOID:0110438	DOID:12930 ! dilated cardiomyopathy
DOID:0110439	DOID:12930 ! dilated cardiomyopathy
DOID:0110440	DOID:12930 ! dilated cardiomyopathy
DOID:0110441	DOID:12930 ! dilated cardiomyopathy
DOID:0110442	DOID:12930 ! dilated cardiomyopathy
DOID:0110443	DOID:12930 ! dilated cardiomyopathy
DOID:0110444	DOID:12930 ! dilated cardiomyopathy
DOID:0110445	DOID:12930 ! dilated cardiomyopathy
DOID:0110446	DOID:12930 ! dilated cardiomyopathy
DOID:0110447	DOID:12930 ! dilated cardiomyopathy
DOID:0110448	DOID:12930 ! dilated cardiomyopathy
DOID:0110449	DOID:12930 ! dilated cardiomyopathy
DOID:0110450	DOID:12930 ! dilated cardiomyopathy
DOID:0110451	DOID:12930 ! dilated cardiomyopathy
DOID:0110452	DOID:12930 ! dilated cardiomyopathy
DOID:0110453	DOID:12930 ! dilated cardiomyopathy
DOID:0110454	DOID:12930 ! dilated cardiomyopathy
DOID:0110455	DOID:12930 ! dilated cardiomyopathy
DOID:0110456	DOID:12930 ! dilated cardiomyopathy
DOID:0110457	DOID:12930 ! dilated cardiomyopathy
DOID:0110458	DOID:12930 ! dilated cardiomyopathy
DOID:0110459	DOID:12930 ! dilated cardiomyopathy
DOID:0110460	DOID:12930 ! dilated cardiomyopathy
DOID:0110461	DOID:12930 ! dilated cardiomyopathy
DOID:0110462	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110463	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110464	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110465	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110466	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110467	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110468	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110469	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110470	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110471	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110472	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110473	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110474	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110475	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110476	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110477	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110478	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110479	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110480	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110481	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110482	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110483	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110484	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110485	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110486	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110487	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110488	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110489	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110490	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110491	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110492	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110493	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110494	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110495	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110496	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110497	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110498	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110499	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110500	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110501	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110502	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110503	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110504	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110505	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110506	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110507	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110508	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110509	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110510	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110511	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110512	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110513	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110514	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110515	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110516	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110517	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110518	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110519	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110520	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110521	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110522	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110523	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110524	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110525	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110526	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110527	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110528	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110529	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110530	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110531	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110532	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110533	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110534	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110535	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110536	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110537	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110538	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110539	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110540	DOID:0050565 ! autosomal recessive nonsyndromic deafness
DOID:0110541	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110542	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110543	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110544	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110545	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110546	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110547	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110548	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110549	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110550	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110551	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110552	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110553	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110554	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110555	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110556	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110557	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110558	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110559	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110560	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110561	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110562	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110563	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110564	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110565	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110566	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110567	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110568	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110569	DOID:0050564 ! autosomal dominant nonsyndromic deafness
DOID:0110570	DOID:0050564 ! autosomal dominant nonsyndromic deafness
