EFO:0000001	experimental factor
EFO:0004528	mean corpuscular hemoglobin concentration
EFO:0004529	lipid measurement
EFO:0004530	triglyceride measurement
EFO:0004531	urate measurement
EFO:0004532	serum gamma-glutamyl transferase measurement
EFO:0004533	alkaline phosphatase measurement
EFO:0004534	creatine kinase measurement
EFO:0004535	serum albumin measurement
EFO:0004536	total blood protein measurement
EFO:0004537	neonatal systemic lupus erthematosus
EFO:0004538	obsolete_bronchopulmonary dysplasia
EFO:0004540	chronic fatigue syndrome
EFO:0004541	A1C measurement
EFO:0004542	planned process
EFO:0004550	amygdala reactivity measurement
EFO:0004554	genomic measurement
EFO:0004555	glycoprotein measurement
EFO:0004556	antibody measurement
EFO:0004557	population measurement
EFO:0004561	African
EFO:0004562	cryptorchidism
EFO:0004563	Sigma 1278b
EFO:0004564	obsolete_pericardial fat
EFO:0004565	serum IgG measurement
EFO:0004566	body weight gain
EFO:0004567	antipsychotic drug related weight gain
EFO:0004568	serum non-albumin protein measurement
EFO:0004569	brain serotonin transporter measurement
EFO:0004570	bilirubin measurement
EFO:0004571	butyrylcholinesterase measurement
EFO:0004572	C4BP measurement
EFO:0004573	chemerin measurement
EFO:0004574	total cholesterol measurement
EFO:0004575	e-selectin measurement
EFO:0004576	fetal hemoglobin measurement
EFO:0004577	infant head circumference
EFO:0004578	homocysteine measurement
EFO:0004579	serum IgE measurement
EFO:0004580	interleukin 18 (Homo sapiens)
EFO:0004581	interleukin 18 measurement
EFO:0004582	liver enzyme measurement
EFO:0004583	obsolete_alanine transaminase measurement
EFO:0004584	mean platelet volume
EFO:0004585	naphthyl-keratin adduct measurement
EFO:0004586	complete blood cell count
EFO:0004587	lymphocyte count
EFO:0004588	obsolete_gamma glutamyl transpeptidase measurement
EFO:0004589	brachial circumference
EFO:0004590	obsolete_aspirin induced asthma
EFO:0004591	childhood onset asthma
EFO:0004592	obsolete_thyroid stimulating hormone measurement
EFO:0004593	gestational diabetes
EFO:0004594	childhood eosinophilic esophagitis
EFO:0004595	HIV mother to child transmission
EFO:0004596	diabetes mellitus type 2 associated cataract
EFO:0004597	variant Creutzfeld Jacob disease
EFO:0004599	acute graft vs. host disease
EFO:0004600	genomic data
EFO:0004601	transcriptomic data
EFO:0004602	metagenomic data
EFO:0004603	metatranscriptomic data
EFO:0004604	synthetic DNA data
EFO:0004605	viral RNA data
EFO:0004606	gallbladder neoplasm
EFO:0004607	duodenal ulcer
EFO:0004608	cystic fibrosis associated meconium ileum
EFO:0004609	treatment refractory schizophrenia
EFO:0004610	acute lung injury
EFO:0004611	low density lipoprotein cholesterol measurement
EFO:0004612	high density lipoprotein cholesterol measurement
EFO:0004613	obsolete_triglyceride measurement
EFO:0004614	apolipoprotein A 1 measurement
EFO:0004615	apolipoprotein B measurement
EFO:0004616	osteoarthritis, knee
EFO:0004617	cystatin C measurement
EFO:0004618	vitamin K measurement
EFO:0004619	factor VII measurement
EFO:0004620	vitamin B12 measurement
EFO:0004621	vitamin B6 measurement
EFO:0004622	sphingolipid measurement
EFO:0004623	fibrinogen measurement
EFO:0004624	prostate specific antigen measurement
EFO:0004625	progranulin measurement
EFO:0004626	IGFBP-3 measurement
EFO:0004627	IGF-1 measurement
EFO:0004628	insulin like growth factor measurement
EFO:0004629	von Willebrand factor measurement
EFO:0004630	factor VIII measurement
EFO:0004631	vitamin D measurement
EFO:0004632	nevus count
EFO:0004633	protein C measurement
EFO:0004634	coagulation factor measurement
EFO:0004635	leptin receptor measurement
EFO:0004637	protein S measurement
EFO:0004639	phospholipid measurement
EFO:0004640	haptoglobin measurement
EFO:0004641	white matter integrity
EFO:0004642	cortisol secretion measurement
EFO:0004643	obsolete_coronory artery calcification
EFO:0004644	TPE interval measurement
EFO:0004645	response to vaccine
EFO:0004647	response to platinum based chemotherapy
EFO:0004653	response to TNF antagonist
EFO:0004655	obsolete_response to methylphenidate
EFO:0004661	obsolete_response to flurouracil
EFO:0004663	processed genotype data file
EFO:0004664	binding site identification design
EFO:0004665	biomolecular annotation design
EFO:0004666	cellular modification design
EFO:0004667	biological variation design
EFO:0004668	array specific design
EFO:0004669	methodological variation design
EFO:0004670	beta-amyloid 1-42 measurement
EFO:0004672	obsolete_response to gemcitabine
EFO:0004673	obsolete_response to lapatinib
EFO:0004675	obsolete_response to antidepressant
EFO:0004676	obsolete_response to diruetic
EFO:0004677	obsolete_response to anticonvulsant
EFO:0004678	obsolete_response to statin
EFO:0004679	obsolete_response to glucocorticoid
EFO:0004680	obsolete_response to interferon beta
EFO:0004681	obsolete_response to lithium
EFO:0004682	QT interval
EFO:0004683	wet macular degeneration
EFO:0004684	tumor necrosis factor-alpha measurement
EFO:0004685	hip geometry
EFO:0004686	non-compaction cardiomyopathy
EFO:0004687	obsolete_inherited arrhythmia
EFO:0004688	obsolete_long QT syndrome
EFO:0004689	obsolete_Jervell and Lange-Nielsen syndrome
EFO:0004690	obsolete_short QT syndrome
EFO:0004691	obsolete_Brugada syndrome
EFO:0004692	obsolete_Catecholaminergic polymorphic ventricular tachycardia
EFO:0004693	obsolete_fetal hemoglobin measurement
EFO:0004694	factor XI measurement
EFO:0004695	intraocular pressure measurement
EFO:0004696	sex hormone globulin binding measurement
EFO:0004697	estradiol measurement
EFO:0004698	insomnia
EFO:0004699	gambling behaviour
EFO:0004701	metamphetamine dependence
EFO:0004702	obsolete_response to iloperidone
EFO:0004703	age at menarche
EFO:0004704	age at menopause
EFO:0004705	hypothyroidism
EFO:0004707	infantile hypertrophic pyloric stenosis
EFO:0004708	nodular sclerosis Hodgkin lymphoma
EFO:0004709	obsolete_orofacial cleft
EFO:0004710	pelvic organ prolapse
EFO:0004711	elephantiasis
EFO:0004712	podoconiosis
EFO:0004713	FEV/FEC ratio
EFO:0004714	sexual dysfunction
EFO:0004715	MRI defined brain infarct
EFO:0004716	obsolete_thyrotoxic periodic paralysis
EFO:0004718	vascular dementia
EFO:0004719	pemphigus vulgaris
EFO:0004720	prion disease
EFO:0004721	obsolete_Gaucher disease
EFO:0004723	coronary artery calcification
EFO:0004724	carotid-femoral pulse wave velocity
EFO:0004725	metabolite measurement
EFO:0004727	metabolite
EFO:0004728	serum amyloid A protein measurement
EFO:0004729	vitamin measurement
EFO:0004730	hormone measurement
EFO:0004731	eye measurement
EFO:0004732	lipoprotein measurement
EFO:0004733	anti-cyclic citrullinated peptide antibody measurement
EFO:0004735	serum alanine aminotransferase measurement
EFO:0004736	aspartate aminotransferase measurement
EFO:0004737	carotenoid measurement
EFO:0004738	tocopherol measurement
EFO:0004739	circulating cell free DNA measurement
EFO:0004741	blood urea nitrogen measurement
EFO:0004742	renal system measurement
EFO:0004743	facial morphology
EFO:0004744	matrix metalloproteinase measurement
EFO:0004745	NT-proBNP measurement
EFO:0004746	lipoprotein-associated phospholipase A(2) measurement
EFO:0004747	protein measurement
EFO:0004748	thyroid stimulating hormone measurement
EFO:0004749	CCL2 measurement
EFO:0004750	interleukin 10 measurement
EFO:0004751	CCL4 measurement
EFO:0004752	parathyroid hormone measurement
EFO:0004753	interleukin 12 measurement
EFO:0004754	interleukin 1 receptor antagonist measurement
EFO:0004760	t-tau measurement
EFO:0004761	uric acid measurement
EFO:0004762	vascular endothelial growth factor measurement
EFO:0004763	p-tau measurement
EFO:0004764	adipose tissue measurement
EFO:0004765	visceral adipose tissue measurement
EFO:0004766	subcutaneous adipose tissue measurement
EFO:0004767	visceral:subcutaneous adipose tissue ratio
EFO:0004768	follicle stimulating hormone measurement
EFO:0004769	anti-Mullerian hormone measurement
EFO:0004770	ovarian reserve
EFO:0004771	visual cortical surface area measurement
EFO:0004772	early onset hypertension
EFO:0004774	chewing tobacco behavior
EFO:0004775	toxic epidermal necrolysis
EFO:0004776	alcohol and nicotine codependence
EFO:0004777	alcohol withdrawal
EFO:0004778	self rated health
EFO:0004779	CHAOS measure
EFO:0004780	DSM-IV-based social scale
EFO:0004781	DSM-IV-based  non-social scale
EFO:0004782	behavior or behavioral disorder measurement
EFO:0004783	TEMPS-A questionnaire
EFO:0004784	self reported educational attainment
EFO:0004785	South Texas Assessment of Neurocognition
EFO:0004786	Mini-International Neuropsychiatric Interview
EFO:0004789	atrial natriuretic factor measurement
EFO:0004790	CD40 ligand measurement
EFO:0004791	tissue plasminogen activator measurement
EFO:0004792	plasminogen activator inhibitor 1 measurement
EFO:0004795	skin sensitivity to sun
EFO:0004796	obsolete_freckling
EFO:0004797	obsolete_Li-Fraumeni syndrome
EFO:0004798	copy number variation
EFO:0004799	cholelithiasis
EFO:0004800	frontal theta oscillation measurement
EFO:0004802	family size
EFO:0004803	male fertility
EFO:0004804	birth rate
EFO:0004805	formal thought disorder
EFO:0004806	asbestos exposure measurement
EFO:0004807	short sleep
EFO:0004808	L lactate dehydrogenase measurement
EFO:0004809	fructose-bisphosphate aldolase measurement
EFO:0004810	interleukin-6 measurement
EFO:0004811	interleukin-8 measurement
EFO:0004812	interleukin-1 beta measurement
EFO:0004813	alpha globulin measurement
EFO:0004814	interleukin-6 receptor measurement
EFO:0004815	alpha macroglobulin measurement
EFO:0004818	transforming growth factor beta measurement
EFO:0004819	resistin measurement
EFO:0004820	sex ratio
EFO:0004823	perception of facial expression
EFO:0004824	obsolete_behavior or behavioral disorder measurement
EFO:0004825	temperament and character inventory
EFO:0004826	anti-neutrophil antibody associated vasculitis
EFO:0004827	economic and social preference
EFO:0004828	genetic variation
EFO:0004829	response to irinotecan
EFO:0004830	caudate nucleus volume
EFO:0004831	RR interval
EFO:0004832	optic disc size measurement
EFO:0004833	neutrophil count
EFO:0004836	obsolete_alcohol consumption
EFO:0004838	calcium measurement
EFO:0004839	CD4:CD8 lymphocyte ratio
EFO:0004840	cortical thickness
EFO:0004841	digit length ratio
EFO:0004842	eosinophil count
EFO:0004843	vitamin B measurement
EFO:0004844	hip bone size
EFO:0004845	magnesium measurement
EFO:0004846	serotonin measurement
EFO:0004847	age at onset
EFO:0004857	vitamin A measurement
EFO:0004859	abdominal aortic artery calcification
EFO:0004860	common carotid intimal medial thickness
EFO:0004861	phosphorus measurement
EFO:0004862	phytosterol measurement
EFO:0004863	recombination rate
EFO:0004864	renal sinus adipose tissue measurement
EFO:0004865	thyroid volume
EFO:0004866	autoantibody measurement
EFO:0004867	vitamin E measurement
EFO:0004868	volumetric brain MRI
EFO:0004869	YKL40 measurement
EFO:0004870	sleep measurement
EFO:0004872	inflammatory biomarker measurement
EFO:0004873	cytokine measurement
EFO:0004874	memory performance
EFO:0004875	mathematical ability
EFO:0004880	urinary arsenic measurement
EFO:0004881	asparaginase hypersensitivity
EFO:0004882	obsolete_avelline corneal dystrophy
EFO:0004883	obsolete_Blepharophimosis-Ptosis-Epicanthus inversus syndrome
EFO:0004884	breast size
EFO:0004885	early cardiac repolarization measurement
EFO:0004886	intracranial volume measurement
EFO:0004887	maximal oxygen uptake measurement
EFO:0004888	post operative nausea and vomiting
EFO:0004889	postoperative ventricular dysfunction
EFO:0004890	anti-social behavior
EFO:0004891	callous character
EFO:0004892	Sasang constitutional medicine
EFO:0004893	testicular dysgenesis syndrome
EFO:0004894	obsolete_tetralogy of fallot
EFO:0004895	Tourette syndrome
EFO:0004900	Yoruba
EFO:0004901	Northern and Western European
EFO:0004902	European HapMap cell line
EFO:0004903	probe design element
EFO:0004904	obsolete_hereditary genetic disorder
EFO:0004905	induced pluripotent stem cell
EFO:0004906	metastasis to lymph node
EFO:0004908	testosterone measurement
EFO:0004909	dihydrotestosterone measurement
EFO:0004910	CYP3A4 activity
EFO:0004911	familial hypercholesterolemia
EFO:0004912	serum IgA measurement
EFO:0004913	lentiform nucleus measurement
EFO:0004914	facial neural processing
EFO:0004915	vaspin measurement
EFO:0004917	high throughput sequence alignment protocol
EFO:0004918	age at diagnosis
EFO:0004919	metastasis free survival
EFO:0004920	progression free survival
EFO:0004921	GM00038
EFO:0004922	GM00719
EFO:0004923	peripheral vein
EFO:0004924	obsolete_ataxia telangiectasia
EFO:0004925	tumor stage
EFO:0004926	M stage
EFO:0004927	N stage
EFO:0004928	T stage
EFO:0004929	M0 distant metastasis stage
EFO:0004930	M1 distant metastasis stage
EFO:0004931	MX distant metastasis stage
EFO:0004932	N0 lymph node stage
EFO:0004933	N1 lymph node stage
EFO:0004934	N2 lymph node stage
EFO:0004935	N3 lymph node stage
EFO:0004936	NX lymph node stage
EFO:0004937	T0 stage
EFO:0004938	T1 tumor stage
EFO:0004939	T2 tumor stage
EFO:0004940	T3 tumor stage
EFO:0004941	T3a tumor stage
EFO:0004942	T3b tumor stage
EFO:0004943	T3c tumor stage
EFO:0004944	T4 tumor stage
EFO:0004945	T4a tumor stage
EFO:0004946	T4b tumor stage
EFO:0004947	Tis
EFO:0004948	TX
EFO:0004949	clinical temporal measurement
EFO:0004950	date of birth
EFO:0004951	alive at endpoint
EFO:0004952	disease recurrence
EFO:0004953	date of diagnosis
EFO:0004954	melanoma staging
EFO:0004955	Breslow thickness
EFO:0004956	Clark level
EFO:0004957	Clark level I
EFO:0004958	Clark level II
EFO:0004959	Clark level III
EFO:0004960	Clark level IV
EFO:0004961	Clark level V
EFO:0004963	gene knock in
EFO:0004964	total RNA
EFO:0004967	Alexa Fluor 647
EFO:0004968	Alexa Fluor 555
EFO:0004972	somatic genotype
EFO:0004973	germline genotype
EFO:0004979	comprehensive strength index
EFO:0004980	appendicular lean mass
EFO:0004981	peridontal microbiome
EFO:0004982	microbiome
EFO:0004983	complement C3 measurement
EFO:0004984	complement C4 measurement
EFO:0004985	platelet reactivity measurement
EFO:0004986	embryonal carcinoma
EFO:0004987	embryonal carcinoma cell
EFO:0004988	obsolete_embryoid body
EFO:0004990	J1
EFO:0004991	Myasthenia gravis
EFO:0004992	Otitis media
EFO:0004993	serum IgM measurement
EFO:0004994	lumbar disc degeneration
EFO:0004995	lean body mass
EFO:0004996	type 1 diabetes nephropathy
EFO:0004997	type 2 diabetes nephropathy
EFO:0004998	carbohydrate measurement
EFO:0004999	N-glycan measurement
EFO:0005000	leptin measurement
EFO:0005001	phenylalanine measurement
EFO:0005002	lysine measurement
EFO:0005016	454 Sequencing
EFO:0005017	non polyA RNA
EFO:0005018	long non polyA RNA
EFO:0005019	long poly A RNA
EFO:0005020	collection latitude
EFO:0005021	collection longitude
EFO:0005023	adipose tissue derived mesenchymal stem cell
EFO:0005024	placental pericyte
EFO:0005027	anti-Bcl11a
EFO:0005028	anti-H3K27-3Me
EFO:0005029	anti-H3k4-3Me
EFO:0005030	anti-IgG
EFO:0005031	input DNA
EFO:0005032	IP-seq
EFO:0005033	RIP
EFO:0005034	anti-CTCF
EFO:0005035	hippocampal volume
EFO:0005036	platelet measurement
EFO:0005037	aortic root size
EFO:0005038	hair morphology
EFO:0005039	hippocampal atrophy
EFO:0005040	obsolete_response to temozolomide
EFO:0005043	cardiac troponin T measurement
EFO:0005044	Leishmaniasis
EFO:0005045	visceral Leishmaniasis
EFO:0005046	cutaneous Leishmaniasis
EFO:0005047	erythrocyte measurement
EFO:0005051	454 GS 20 standard manufacturer's protocol
EFO:0005052	nervous system measurement
EFO:0005053	internal carotid intimal medial thickness
EFO:0005054	QRS complex
EFO:0005055	QRS duration
EFO:0005056	age at death
EFO:0005057	myoglobin measurement
EFO:0005058	tyrosine measurement
EFO:0005059	acylcarnitine measurement
EFO:0005060	instrument part
EFO:0005061	substrate
EFO:0005062	glass substrate
EFO:0005063	nylon substrate
EFO:0005064	nitrocellulose substrate
EFO:0005065	silicon substrate
EFO:0005066	collection of material
EFO:0005067	block
EFO:0005069	array surface coating
EFO:0005070	aminosilane substrate coating
EFO:0005071	polylysine substrate coating
EFO:0005072	array reporter
EFO:0005073	in situ oligo
EFO:0005074	spotted antibody reporter
EFO:0005075	spotted colony reporter
EFO:0005076	spotted double stranded DNA reporter
EFO:0005077	spotted protein reporter
EFO:0005078	spotted single stranded DNA PCR amplicon reporter
EFO:0005079	spotted single stranded oligo reporter
EFO:0005080	CC16 measurement
EFO:0005081	surfactant protein D measurement
EFO:0005082	Illumina Genome Analyzer standard manufacturer's protocol
EFO:0005083	Illumina Genome Analyzer II standard manufacturer's protocol
EFO:0005084	Illumina Genome Analyzer IIx standard manufacturer's protocol
EFO:0005085	Illumina HiSeq 1000 standard manufacturer's protocol
EFO:0005086	Illumina HiSeq 2000 standard manufacturer's protocol
EFO:0005087	Illumina MiSeq standard manufacturer's protocol
EFO:0005088	testicular carcinoma
EFO:0005089	whole-brain volume
EFO:0005090	basophil count
EFO:0005091	monocyte count
EFO:0005092	entorhinal cortical volume
EFO:0005093	hip circumference
EFO:0005094	P wave duration
EFO:0005095	PR segment
EFO:0005096	obsolete_abdominal wall
EFO:0005097	obsolete_bronchiole
EFO:0005098	obsolete_cortical collecting duct
EFO:0005099	obsolete_stele
EFO:0005100	obsolete_flag leaf
EFO:0005101	obsolete_anther
EFO:0005102	obsolete_filament
EFO:0005103	obsolete_antennal disc
EFO:0005104	obsolete_eye disc
EFO:0005105	lipid or lipoprotein measurement
EFO:0005106	body composition measurement
EFO:0005107	obsolete_collective leaf structure
EFO:0005108	arm span
EFO:0005109	energy expenditure
EFO:0005110	fatty acid measurement
EFO:0005111	folic acid measurement
EFO:0005112	gestational age
EFO:0005114	head circumference
EFO:0005115	metabolic rate measurement
EFO:0005116	urinary metabolite measurement
EFO:0005117	CCL5 measurement
EFO:0005118	IGFBP-1 measurement
EFO:0005119	antioxidant measurement
EFO:0005121	freeze dried specimen
EFO:0005125	RNAlater specimen
EFO:0005126	arylesterase enzyme measurement
EFO:0005127	cancer biomarker measurement
EFO:0005128	albumin:globulin ratio measurement
EFO:0005129	hepatitis C induced liver cirrhosis
EFO:0005130	thyroxine measurement
EFO:0005131	HVA measurement
EFO:0005132	5-HIAA measurement
EFO:0005133	MHPG measurement
EFO:0005134	amino acid measurement
EFO:0005135	strain
EFO:0005136	cultivar
EFO:0005137	conduction system disorder
EFO:0005138	acquired long QT syndrome
EFO:0005139	serum ceruloplasmin measurement
EFO:0005140	autoimmune disease
EFO:0005147	Columbia ecotype
EFO:0005148	Col-0
EFO:0005149	Col-1
EFO:0005150	Col-2
EFO:0005151	Col-3
EFO:0005152	Col-4
EFO:0005153	Col-5
EFO:0005154	Landsberg ecotype
EFO:0005155	Ler-1
EFO:0005156	Wassilewskija ecotype
